rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance
1556684032372532238,,12,,1556684032,89259026,"""map""",,,,-37.4017410278,8.01564979553,-2.90647912025,,-0.0298409657228,-0.0281544377529,-0.146354491706,0.98838109805,"[0.24324270415404967, 0.0028517986217844763, 0.007205829667610474, -0.0001901148864938506, 0.0018027904818877067, -0.0011217213779663498, 0.0028517986146657727, 0.23115892549349137, 0.007986224221413079, 0.0033510086297337, 5.4046025551945275e-05, -0.000924869660506596, 0.007205829651016783, 0.007986224222366526, 0.12561980869718026, 0.0024201602467251375, -0.0005425419753411261, 0.0001932939586636718, -0.0001901148870601762, 0.003351008630200585, 0.0024201602469887634, 0.001033181506292835, 1.6071103888689134e-05, 5.049235888298546e-05, 0.001802790485327428, 5.404602727666023e-05, -0.0005425419730612968, 1.6071103797958803e-05, 0.0005689563312956079, -6.771186082510412e-06, -0.0011217213801675739, -0.0009248696552281284, 0.000193293959060935, 5.049235874467305e-05, -6.771185981318674e-06, 0.0006055013681283713]"
1556684032952794916,,13,,1556684032,682799740,"""map""",,,,-37.1422767639,7.96019268036,-2.87260556221,,-0.0294783345383,-0.02759121281,-0.149041113564,0.988006342472,"[0.24313275800586984, 0.003421233835368533, 0.008110725642453544, -5.765951889259415e-05, 0.0017596551039239542, -0.0006731723136270459, 0.0034212337327635648, 0.22802833228373812, 0.00693619551280758, 0.0031423515812446785, 7.137248107740719e-05, -0.0008408288624327603, 0.008110725603035366, 0.006936195496532077, 0.12466739515480833, 0.002331031180937667, -0.00047129308510451324, 0.0001812050467998676, -5.765952125023589e-05, 0.0031423515822262276, 0.00233103117855659, 0.001003017605339907, 1.4839401045974766e-05, 4.795723260246757e-05, 0.0017596551058202384, 7.137248266425571e-05, -0.0004712930852375629, 1.4839400891702855e-05, 0.0005540382490324242, -6.684745927853106e-06, -0.0006731723187078919, -0.000840828865952411, 0.00018120504547534578, 4.795723285500839e-05, -6.684746114890158e-06, 0.000578671352447017]"
1556684033428591732,,14,,1556684033,184575119,"""map""",,,,-37.0063476562,7.91567468643,-2.85856103897,,-0.0274435587858,-0.0282630658568,-0.149523829128,0.987973010579,"[0.24501112440873377, 0.0033609213987260836, 0.008378118638442601, -8.827964944931834e-05, 0.0018415449969768256, -0.0006690055750693192, 0.003360921396313051, 0.2279776660429403, 0.0069428782015745465, 0.003186537227333124, 0.0001025610325366204, -0.0007302724422834794, 0.008378118673856799, 0.006942878167611405, 0.12394862158462626, 0.0022507801490507136, -0.0005160238895540083, 0.00020321970544241795, -8.827964714149161e-05, 0.003186537220967041, 0.002250780148963077, 0.000984998401735464, 1.7291563585896648e-05, 4.921580521371452e-05, 0.0018415449955864604, 0.00010256103098891015, -0.0005160238932599703, 1.7291562993660813e-05, 0.0005732968794635509, -8.567001003424573e-06, -0.0006690055762913922, -0.0007302724467732195, 0.00020321970572764782, 4.9215805189778075e-05, -8.567001262506302e-06, 0.0005970001111434849]"
1556684033948589867,,15,,1556684033,684282629,"""map""",,,,-37.0365715027,7.91617155075,-2.87060689926,,-0.0292373184935,-0.0298739360244,-0.149418186874,0.987890113357,"[0.24225319376309815, 0.0031552322073374983, 0.008568057417553517, -4.7510636787460284e-05, 0.001723239087650379, -0.0008897072595788489, 0.0031552321279575955, 0.23364909840575973, 0.0071661671685853716, 0.003293638779757087, 0.0001262330138043843, -0.0006306917574928698, 0.008568057432706338, 0.007166167171246508, 0.12344405849809598, 0.00246057929331409, -0.0002506956541082044, 0.00015866921099404668, -4.7510637512146796e-05, 0.0032936387801662903, 0.002460579290365724, 0.0010176129385716035, 3.353009310474997e-05, 4.957727702343374e-05, 0.0017232390883385735, 0.00012623301483968534, -0.0002506956561795945, 3.3530092934583564e-05, 0.0005458454754249463, -1.3824952694221275e-06, -0.0008897072567247044, -0.0006306917549331344, 0.0001586692099362856, 4.9577277112677324e-05, -1.3824948269372794e-06, 0.000594332086287529]"
1556684034522374672,,16,,1556684034,283092045,"""map""",,,,-37.042137146,7.9068312645,-2.86746931076,,-0.0293757175771,-0.0299392369165,-0.149409816782,0.987885316689,"[0.24500918726747858, 0.0031100153231500365, 0.009125491275215095, -1.880685148295786e-05, 0.001662776487298691, -0.0009624829264638576, 0.003110015365313822, 0.23609017970124027, 0.007330306742698597, 0.0032599372786885606, 0.00015560899774467963, -0.0005667508322965639, 0.009125491273928222, 0.007330306727520355, 0.12184257833882196, 0.0023128896731181747, -0.00019585357257433165, 0.00015211598256590473, -1.8806853293415983e-05, 0.003259937272980406, 0.002312889676894395, 0.0009909453983942631, 2.589583112201194e-05, 4.760322006901518e-05, 0.0016627764876337543, 0.0001556090032571169, -0.00019585357177977038, 2.5895832202793116e-05, 0.0005437809649080698, -3.758037763454105e-06, -0.000962482919787651, -0.0005667508337002964, 0.00015211597999103982, 4.760321952829356e-05, -3.7580375617092686e-06, 0.0006034971474560554]"
1556684035028380934,,17,,1556684034,783296276,"""map""",,,,-37.0307273865,7.92055702209,-2.86724972725,,-0.0291109881968,-0.0300170060988,-0.149349385528,0.987899917794,"[0.24744080660979617, 0.004418669890836213, 0.009406816583060919, -4.053646593014979e-05, 0.0017435927311744825, -0.0008912871065759333, 0.0044186698452894245, 0.23526581970267904, 0.007069272238040881, 0.003262058617025232, 0.00015301100581597787, -0.0008349256292574869, 0.009406816596632492, 0.007069272244492148, 0.12364671423161143, 0.0025083265845236586, -0.00036317575427823463, 0.0001932162991718219, -4.0536467689595215e-05, 0.003262058621857029, 0.0025083265852283545, 0.0010096949485069626, 2.0689072477011803e-05, 4.445260765282481e-05, 0.0017435927327005653, 0.0001530110054117041, -0.00036317575120702755, 2.0689072897775196e-05, 0.000548377385191854, -4.564071227594533e-06, -0.0008912871111071276, -0.0008349256218444407, 0.00019321629725904324, 4.445260786929425e-05, -4.5640714983965095e-06, 0.0006096099447107606]"
1556684035647488320,,18,,1556684035,390311215,"""map""",,,,-37.0226783752,7.91217374802,-2.8696513176,,-0.0293408729143,-0.0299128722446,-0.14958353616,0.98786087293,"[0.24534076391852555, 0.0038884040936750515, 0.009376736993698008, -2.666369536374555e-05, 0.0017109121888457901, -0.0008611018832942122, 0.003888404019485746, 0.23816351156700624, 0.007297981373817804, 0.003292062151514466, 0.00013297016344328765, -0.0010121998574446718, 0.00937673705119987, 0.007297981320303063, 0.12317881893494144, 0.00245118134172676, -0.00036826742701692885, 0.00018686102723965365, -2.6663693749080002e-05, 0.0032920621499422666, 0.0024511813450274478, 0.0010161739492316278, 3.372293107049435e-05, 5.052098503296301e-05, 0.0017109121890509565, 0.00013297015661083684, -0.00036826742989118914, 3.3722929314834585e-05, 0.000551214059460698, -5.1091193620102835e-06, -0.0008611018813636956, -0.0010121998543020018, 0.00018686102563125563, 5.052098452081465e-05, -5.109119684711062e-06, 0.0006277010792282475]"
1556684036276692884,,19,,1556684035,990164196,"""map""",,,,-37.0255470276,7.9283862114,-2.87075304985,,-0.0285539730712,-0.0300253930423,-0.149224718947,0.98793476801,"[0.24319642349573703, 0.0039059131576396093, 0.008338302677456865, -0.00013069037276173813, 0.0017109823664031075, -0.0009140661476538164, 0.003905913152404035, 0.2321753693434266, 0.00692254206473434, 0.003216931047941479, 0.0001702326781587765, -0.0008326440936301277, 0.008338302658753936, 0.006922542042397526, 0.12301508298177259, 0.0025240507737920924, -0.0004521260470346591, 0.00022944691550757626, -0.00013069036873565725, 0.003216931049307998, 0.00252405077223087, 0.0010050120846186324, 3.1652892874133625e-05, 4.460265050742879e-05, 0.0017109823678436596, 0.00017023267630795794, -0.00045212604535332295, 3.165289251774753e-05, 0.0005434135043731821, -1.073829737937512e-05, -0.0009140661490804599, -0.0008326440997170877, 0.0002294469148584692, 4.46026499237299e-05, -1.0738297386767028e-05, 0.0006093132258363773]"
1556684036821838470,,20,,1556684036,583704664,"""map""",,,,-37.0245895386,7.91791915894,-2.86546635628,,-0.0287890673773,-0.0299431154074,-0.149222931296,0.98793072572,"[0.24755095253464604, 0.002067915454305233, 0.00933915342956539, -1.570399521176656e-05, 0.0016998531534661127, -0.0007533200298597682, 0.002067915378792036, 0.2307591314639562, 0.007754595160392332, 0.0032634147208234596, 0.00012338294516126447, -0.00055452687741638, 0.009339153445832351, 0.007754595168357304, 0.12373220908223453, 0.0023783956271779434, -0.00043145405158883683, 0.0001581463187569695, -1.570399328778724e-05, 0.0032634147253435878, 0.002378395632819011, 0.0010052537608851875, 3.3862240042861316e-05, 4.53416762350143e-05, 0.0016998531556344735, 0.00012338294762742462, -0.0004314540525578012, 3.386224011224435e-05, 0.0005582870182712485, -4.912959017172546e-06, -0.0007533200250364469, -0.000554526886197202, 0.00015814632075738597, 4.534167606474135e-05, -4.91295919396825e-06, 0.0006063850223319086]"
1556684037335971795,,21,,1556684037,88427637,"""map""",,,,-37.0270004272,7.9240694046,-2.87336874008,,-0.0288412890897,-0.030095134067,-0.149442056438,0.987891463358,"[0.24494281294109058, 0.0033868012117220813, 0.009548402432647249, 2.4064930648251763e-05, 0.0017560698561205634, -0.0009433204206560987, 0.003386801164252142, 0.2302073761294091, 0.007145073500616545, 0.00324392083638334, 9.880952739980742e-05, -0.0007684524264829195, 0.009548402398960341, 0.007145073480308239, 0.12455886167214825, 0.002249648735768258, -0.0004175953897849705, 0.00012024234506427782, 2.4064929974089458e-05, 0.0032439208382986106, 0.002249648739569267, 0.0009908162930405149, 3.3138785356163654e-05, 4.450724294328474e-05, 0.0017560698561617156, 9.880953124216394e-05, -0.0004175953884340382, 3.313878620445476e-05, 0.0005628590569387184, -2.309429782462147e-06, -0.0009433204159391308, -0.0007684524268644326, 0.0001202423444228016, 4.450724301457374e-05, -2.3094294357521064e-06, 0.000609828494636212]"
